business_id,stars,checkin_count,BusinessAcceptsCreditCards,BusinessParking,RestaurantsTakeOut,RestaurantsPriceRange2,OutdoorSeating,BikeParking,RestaurantsReservations,WiFi,HasTV,Alcohol,GoodForKids,text_count,avg_sentiment,American,Asian Fusion,Cafe,Chinese,Dessert,Fast Food,Indian,Italian,Japanese,Korean,Latin American,Mediterranean,Mexican,Thai,Vegetarian,Vietnamese,local_cuisine_preference_score,taste_sentiment,service_sentiment,ambience_sentiment
ppFCk9aQkM338Rgwpl2F5A,3,280,1,1,1,1,0,1,0,2,1,0,1,57,0.471459649,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.178641251,0.505684211,0.307324561,0.354921053
kk_oEw1j3xQ-cJaAII8A0Q,3,218,1,1,1,2,0,0,0,2,1,0,1,31,0.395854839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129261711,0.247277419,0.236077419,0.213145161
iPSPcprSnkLOuL1Ns8UZZA,4.5,1,1,0,1,1,0,1,0,2,1,0,1,12,0.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195961145,0.150208333,0.660208333,0.61355
3BJxm-HnvzdwD1zjmSbmyQ,3,150,1,1,1,1,0,1,1,2,1,0,1,147,0.481203401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064763231,0.452919728,0.25945034,0.397777551
WYYdQDjx-DsCanlP0DpImQ,4.5,51,1,1,1,2,0,1,1,2,1,0,1,75,0.906106667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.047178538,0.785377333,0.695914667,0.66696
oCFcoyGx2VRZ8MHXEsV8tQ,2.5,19,1,1,1,2,0,1,0,2,1,0,1,11,0.441509091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12723435,0.428818182,0.455263636,0.465545455
1GnJDrpp-jyDRCptavD9RQ,4,11,1,1,1,1,0,1,0,0,1,0,1,8,0.605975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.149253731,0.2282875,0.4494125,0.439925
59jkCUm4yHciKL1KW_1HJA,2.5,10,1,0,1,1,0,0,0,0,1,0,1,27,0.363385185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.186868687,0.381388889,0.096222222,0.358362963
AzwiKZjVqHOxLaYtPAx8lA,2.5,282,1,1,0,2,0,1,0,0,0,0,1,37,0.284254054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135819473,0.112794595,0.353321622,0.368454054
O1oZpbZNDMH_gz8DhsZCdA,1.5,4,1,0,1,1,0,1,0,2,1,0,1,15,-0.331506667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237300435,-0.061966667,-0.14578,-0.012326667
vPcfJ3rm3NpdqVDod2WxLA,1.5,6,1,1,1,2,0,1,0,0,1,0,1,27,-0.176681481,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.040968343,-0.220781481,0.053107407,-0.13647037
pmuuoDqNZp7518AUd-YmPA,3.5,52,1,1,1,1,0,1,0,2,1,0,1,61,0.632108197,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13681592,0.607742623,0.371498361,0.430198361
2dlQX5sP9X6Dlm1MmNOlSw,4,376,1,1,1,1,1,1,0,2,1,0,1,105,0.762031429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152989822,0.512582857,0.450687619,0.53334381
bTve2mwLk5Zc01vRKqc2KQ,4.5,321,0,1,1,1,1,1,0,2,1,0,1,190,0.868820526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.109623734,0.811418421,0.61379,0.642965789
bqmX882_6AxVA_uHEQ70sQ,4,86,1,1,1,2,0,0,1,2,1,1,1,48,0.819908333,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.042726278,0.7471875,0.616064583,0.644964583
jL_NufxqXi-BpW5uXKsPwQ,3,27,1,1,0,1,0,1,0,2,1,0,1,11,0.151045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172423175,0.175536364,0.498445455,0.086381818
n8ecak12IF_jhnPNs37AZA,4.5,7,0,1,1,1,0,1,0,0,1,0,1,13,0.745346154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0.636061538,0.347323077,0.380930769
_T0cPZE2ZJOTTlYYKMP64Q,4.5,74,1,1,1,1,0,1,0,2,1,0,1,66,0.800719697,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.103812317,0.745186364,0.46794697,0.581660606
VbItL6RDULtnw4YvB6EhVg,3,447,0,1,1,2,0,0,0,0,0,0,1,180,0.636167778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.145080201,0.595446111,0.506303333,0.560543889
JF7iyI3wA_AKi_iXOKi0Qw,3.5,30,1,1,1,2,1,1,1,2,1,1,1,64,0.790017188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.128828829,0.782240625,0.66709375,0.720251563
rZw9O5lJ36m_mXeRKE4G9A,4.5,6,1,1,1,2,1,1,1,2,1,1,1,29,0.884768966,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.279279279,0.861303448,0.633272414,0.690068966
-7GDqSUaXrpC8Ql7nDBxWA,4,76,1,1,1,4,0,1,1,2,1,1,0,95,0.847805263,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.020376176,0.778951579,0.728408421,0.737287368
p184f-Zvf4ToPwLba0VS4A,3.5,10,1,1,1,2,0,0,1,2,0,0,1,28,0.702307143,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.044609665,0.694728571,0.48445,0.545657143
0CEUpFtaKhxbmrbSdP9MUQ,4,52,1,1,1,2,1,1,1,2,1,1,1,80,0.77498875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241771253,0.75945625,0.58536375,0.650825
x9xBKymj6CJ2WuCCFInb7g,3.5,7,1,1,1,2,0,0,0,2,1,0,1,8,0.5973375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136893737,0.55695,0.4504625,0.231775
xJyp6RLqNRv3tSu6njPKxQ,3,247,1,1,1,2,1,1,0,2,1,1,0,215,0.639497674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369565217,0.576027907,0.468656744,0.541443721
OfW-VK04qr7b7bPm5QbyLg,3,68,1,1,1,2,0,1,1,2,1,1,1,77,0.696602597,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.123268698,0.693903896,0.485994805,0.615755844
PCM-vL-vRLJ4HB2OE8Nnbg,2.5,63,1,1,1,2,1,1,1,2,1,1,0,32,0.47666875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276243094,0.343959375,0.46705625,0.41443125
aNXw3PkXVt8ANwLyCfcmpg,1.5,25,1,0,1,1,0,1,0,2,1,0,1,18,0.096955556,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.210019268,0.167544444,0.054944444,0.038766667
GVqXNt0HKJLpciN9ePxnWw,2.5,19,1,1,1,1,0,1,0,0,1,0,0,17,0.316770588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.194602273,0.441947059,0.273017647,0.216
j-PaHu9iyJBlzKJZYN2smA,3.5,6,1,1,1,1,0,0,0,0,1,0,1,8,0.6962625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.140957447,0.580275,0.5362125,0.495575
dChRGpit9fM_kZK5pafNyA,4,570,1,1,1,2,1,1,1,2,0,1,0,635,0.895449764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24138723,0.868605039,0.751830236,0.788311339
od6skmfXz9twktEAuJHEmw,4,79,1,1,1,2,1,0,1,2,1,0,1,122,0.829421311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264367816,0.797582787,0.695278689,0.77105
cDekcTE1qwpz8ROlYixhqg,5,57,1,1,1,2,0,1,0,2,1,0,0,32,0.814125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127745923,0.5466875,0.603203125,0.698946875
QWqKTWQ2OiDgo3dzNkpung,4.5,1049,1,1,1,2,0,1,1,0,1,0,1,359,0.824864067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063097514,0.736869638,0.523872423,0.692015599
eJ77e9lGxY3ArzaoDbHhYw,2.5,298,1,1,1,2,1,1,0,2,1,1,1,165,0.451972727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219693618,0.342509091,0.361892121,0.445422424
9RoAU2wAlH63Non9qrx3xQ,4,34,1,1,0,2,0,1,0,2,1,0,1,13,0.585961538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.054794521,0.349938462,0.449738462,0.277353846
i_cFU5_dQexbjJA9rmf_WA,3.5,18,1,0,1,3,0,1,0,2,1,0,1,8,0.9328875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.116498162,0.82255,0.3508375,0.4730625
wQjhFPMKwN_z85aPEn6V4Q,3,0,1,1,1,2,0,1,0,2,1,0,0,8,0.745375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01384083,0.8919875,0.6497375,0.8919875
7mpYTDb24SywNMRn3yeakQ,4,1564,1,1,1,2,1,0,1,2,1,1,0,625,0.83998624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243505705,0.784104,0.6460216,0.75553024
iEC0VzHM2hQ13wM7c0QwgQ,3.5,39,1,1,1,2,0,1,0,0,1,0,1,62,0.779598387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294354839,0.780016129,0.667840323,0.605437097
5iuo1kvv0XZMS0bUOoLz2Q,3.5,209,1,1,1,2,0,1,1,0,0,1,0,170,0.823501765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14508589,0.796567059,0.672502353,0.752249412
RsTF2skxLcp6qo9FdnA5PA,1.5,6,1,0,1,1,0,0,0,2,1,0,1,18,-0.148183333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.195530726,-0.1242,-0.196605556,-0.014416667
bchZXVE4feVx4Q5rhIRCGg,3,42,1,0,1,1,0,1,1,0,1,0,1,54,0.384438889,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.213789683,0.422611111,0.201803704,0.258762963
yUEeh9nwaycI6fKLruD_rQ,2.5,0,1,0,1,2,0,1,0,2,1,0,1,6,0.259166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158704482,0,0.1251,0.21055
ngvE1G9IckUO-ljZBFo23w,4,203,1,1,1,1,0,1,0,0,1,0,1,223,0.763726906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.016878613,0.749318834,0.540256054,0.601480717
46_2e1hnQ4csLrYnhn6bkw,4,243,1,1,1,2,1,1,1,2,1,1,0,173,0.798460116,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.179159704,0.786878035,0.670876301,0.71730289
TGfPJHImEq6AQL9a1laxlg,4,257,1,1,1,1,0,1,0,2,0,0,1,85,0.670664706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.255787037,0.556805882,0.49146,0.440221176
CPgWuWGZ4v2sZr5_-1kluw,2,32,1,1,1,1,1,1,0,0,1,0,1,21,0.03287619,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.214021686,0.111938095,0.162357143,0.072390476
SoJwDKedR7SJh7-G69C38A,3,18,1,0,1,1,0,1,0,0,0,0,0,18,0.674383333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0.62635,0.43255,0.572127778
1tLrjXG-I9hkOoZxlbwDqw,4,12,1,0,1,1,0,1,0,2,1,0,1,9,0.894088889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251870324,0.881455556,0.698255556,0.782733333
00szsg8vQy6yX5f-m9sI4A,4,100,1,0,1,2,0,1,0,0,1,0,1,37,0.768432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065557,0.758791892,0.549537838,0.625118919
PW5eZM5RAQEhy3wgovChhQ,3,16,1,0,1,1,1,1,0,2,0,0,1,29,0.480293103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163585952,0.518334483,0.48217931,0.412865517
jGewGnIYcf9LFBcR8lMC5g,3,68,1,0,1,2,1,1,1,0,0,1,0,37,0.589924324,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.095419847,0.564221622,0.528591892,0.57087027
0sr1EyOc6Td1C-962QW88w,4,18,1,0,1,2,1,1,0,2,1,0,1,44,0.684856818,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.242063492,0.621306818,0.341320455,0.413031818
yFqq66GxRjnhZXPgjA6hnw,2,10,1,0,1,1,0,1,0,2,1,0,1,9,-0.315633333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.248643761,-0.253266667,-0.128355556,0.077888889
IbndcMURguByburM72o3SA,4.5,314,1,0,1,1,0,1,0,0,1,0,1,130,0.877416154,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.145220588,0.820893846,0.580873846,0.672744615
3uvFklejzRPwEPEZQ5vHYQ,3.5,84,1,0,1,2,0,1,0,2,1,0,1,17,0.368447059,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.184981685,0.162211765,0.023694118,0.336817647
0l_njS4wGMadAk1b4nZRUA,2.5,300,1,0,1,2,0,1,0,2,1,0,1,60,0.386405,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.17163505,0.460353333,0.362205,0.326361667
cm0bhBDPM3bjBefmEXa3BQ,3.5,67,1,0,1,2,1,0,0,0,0,0,1,64,0.657107813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354609929,0.6669625,0.599204688,0.482245313
V8uKFuHyHKSOWojuhcP-2A,4,24,1,0,1,1,0,1,0,0,1,0,1,8,0.5446125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.165048544,0.428525,0.379625,0.3118375
SBgr-5n-kV3EeZztYsstUQ,4.5,42,1,0,1,2,1,1,0,2,1,0,1,29,0.834758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174951211,0.62357931,0.581575862,0.601827586
L9CKPOoI51LNnRW8B1M8CQ,4,5,0,0,1,1,1,1,0,0,1,0,1,9,0.4468,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.212890625,0.275233333,0.346755556,0.371111111
kLSEk3qXY1KdtFjxHJ9pww,1.5,40,1,0,1,1,0,0,0,2,1,0,1,20,-0.17054,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.236009732,-0.02892,-0.17957,-0.21605
rF0xI_3jjlsEKp3N0Z0BuQ,4,307,1,0,1,2,1,1,1,0,0,0,1,141,0.824796454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.186956522,0.780401418,0.66468156,0.760931206
HxlFnUI9-RNKlKD2zUwzWQ,3.5,26,1,0,1,2,0,1,0,2,1,0,1,19,0.643142105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.441278947,0.383236842,0.572415789
kfGz2E7Y5FLXJyiKbQYfZg,3.5,126,1,0,1,2,1,0,1,2,1,1,1,46,0.704217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201919464,0.669523913,0.428373913,0.715915217
jsQQu9rVerR3OGxIa0hRQQ,3,77,1,0,1,2,0,1,0,2,1,1,0,63,0.578115873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238888889,0.530328571,0.33238254,0.473855556
PdMXmOWDRHICAx6SLgu1dQ,3.5,155,1,0,1,2,1,1,1,2,1,1,1,114,0.795804386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125606096,0.792496491,0.688531579,0.752235965
dBCNUSbz5-8nQNrxWo5deg,4.5,464,1,0,1,2,0,0,1,0,0,0,0,587,0.844002555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.033149171,0.805337479,0.569178535,0.691782453
yQhu3LbnB2gQgrquHZ_S6Q,3,54,1,0,1,2,0,1,0,0,0,0,1,45,0.470742222,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.156716418,0.427286667,0.267237778,0.361757778
ZfWVso8VlT0VN14rxVHccQ,2.5,10,1,0,1,1,0,0,0,2,1,0,1,22,0.242404545,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.244186047,0.374663636,0.126559091,0.302813636
z7sp6u5JnNlq2ziu31EFvw,2.5,346,1,0,0,2,0,1,0,2,1,0,1,35,0.016371429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158590878,0.05258,-0.042974286,-0.03528
JomDoQafikclSVVCPkWjnA,4,513,1,0,1,1,0,1,0,0,1,0,1,311,0.786375884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.135568513,0.770568167,0.672659486,0.636766238
0pMj5xUAecW9o1P35B0AMw,3.5,79,1,0,1,1,0,1,0,2,1,0,1,8,0.50125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.172619048,0.46385,0.4927625,0.2179875
F6hASqb_Z5ASXz0-pZFlfA,3.5,13,1,0,1,2,0,1,0,2,1,0,1,11,0.746281818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.117384844,0.089163636,0.428554545,0.504963636
kq5Ghhh14r-eCxlVmlyd8w,4,161,1,0,1,1,1,1,0,0,1,0,1,71,0.790005634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.194584672,0.797860563,0.635846479,0.592473239
MYoRNLb5chwjQe3c_k37Gg,3.5,9,1,0,1,1,0,1,0,0,1,1,0,6,0.717266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245355178,0.533116667,0.533116667,0.533116667
pP4q0Mym-qt20nRqTKbzhQ,3.5,163,1,0,0,4,0,1,1,0,1,1,0,153,0.832758824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240349265,0.803982353,0.730499346,0.721518301
3_y-iyx2kXmhdgVOZHvm4g,3.5,35,1,0,1,3,0,0,0,2,1,0,1,37,0.612983784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137521747,0.592827027,0.433097297,0.382008108
lPuL8YgBHLhwaVp8ubMOFw,4.5,67,1,0,0,1,0,1,0,2,1,0,1,16,0.7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258150526,0.61131875,0.70144375,0.67706875
7Ct4QuWaY63DkAOXqEiVGA,3,3,1,0,1,1,0,1,0,2,1,0,1,18,0.6561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.063394683,0.6134,0.437327778,0.586433333
YmldZ34wq5v1Y4yLclNQ5g,4,5,1,1,1,2,0,0,0,2,1,0,1,11,0.6694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160905746,0.322636364,0.502872727,0.258745455
Ei0wJeADbNtwvA9CrvknJw,4.5,73,1,1,1,1,1,1,0,2,1,0,1,37,0.9201,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111895161,0.813602703,0.612427027,0.824886486
NVpbPRDvfwjb85CJwWE0nQ,4,32,1,1,1,2,0,1,1,0,1,0,1,58,0.749468966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.080103359,0.721310345,0.521332759,0.647401724
LVteL0Rnh2E_yOFCLJUPhg,4,57,1,1,1,1,0,1,0,0,1,1,1,89,0.734929213,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.164067797,0.695252809,0.391662921,0.576223596
B6GLK-7h305joEgUjXlH-A,3,9,1,0,1,2,0,0,0,2,1,0,1,6,0.464883333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168463355,0.463266667,0.399216667,0.55795
y1HgVnt4K5owmYXC5yXLGg,4.5,106,1,1,1,2,0,1,1,2,1,0,1,140,0.847173571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.022760291,0.807665714,0.628629286,0.694626429
RrqRin8BYGrTlJbCDwtLzA,3.5,286,1,1,1,1,0,1,0,2,1,0,1,52,0.586117308,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.179163479,0.492717308,0.270363462,0.378730769
IgNDlyLERBwFGphgcC5VDQ,2.5,258,1,1,1,1,1,0,0,2,0,0,1,67,0.433976119,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.156541734,0.444283582,0.298932836,0.367214925
BIJz39GnlrVUhrWPiWGECQ,3.5,20,1,1,1,1,0,0,0,0,1,0,1,14,0.594092857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013129103,0.35685,0.360157143,0.48405
wUEbysNWCtMSQAio6Ktn6Q,3,22,1,1,1,2,0,1,0,0,1,0,1,24,0.502558333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.234146341,0.563745833,0.160508333,0.444683333
eFMPUHyo-XKACgJx46unaA,2.5,1,1,1,1,1,0,1,0,2,1,0,1,8,0.3924875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12295082,0.1718,0.1768625,0.3550625
L_sXNadtVHjxMw7Yhvkj9Q,4,127,1,0,1,2,0,1,1,2,1,0,1,93,0.808794624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.046925566,0.701919355,0.638466667,0.585766667
K5ffo0hkwhG33BDNQrJF6A,4,67,1,0,1,3,1,1,1,2,1,1,0,108,0.783916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26276808,0.747408333,0.6336,0.66942037
HuDNHqKv9n1mWpe4BqCnwA,3,16,1,1,1,1,0,0,0,0,1,0,1,55,0.347296364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.164201183,0.354263636,0.158094545,0.224096364
VJnq2lgXILRaGuXXlmRztw,2,0,1,1,0,4,0,1,0,1,1,0,1,19,0.146215789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091954023,0.179063158,0.090678947,0.143689474
98fsEVTy5Ses0Pb03AhzFA,3,29,1,1,1,1,0,1,0,2,1,0,1,13,0.644830769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154801093,0.194123077,0.512653846,0.176592308
BxR5hjyBnJZrm_nnaCtGQw,4.5,14,1,1,1,2,1,1,0,2,0,1,1,29,0.923651724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266824085,0.826737931,0.709106897,0.66357931
T9n_LqUUhC2b1ALhg57Y5Q,4,501,1,1,1,2,0,1,0,0,1,1,1,255,0.744892941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301652893,0.688631373,0.60732,0.596949412
4TQMOy00KD_54xSFwKgMZw,3.5,11,1,1,1,2,1,1,0,0,0,0,1,16,0.79285,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.092445853,0.85651875,0.68279375,0.3849875
-BhSR6dAry5-2x3ndjX_9w,4,17,1,0,1,2,0,1,0,2,1,0,1,81,0.541074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206708651,0.067133333,0.397175309,0.485523457
NQSnr4RPUScss607oxOaqw,4.5,94,1,1,1,1,1,0,0,2,1,1,1,119,0.880992437,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.245149912,0.836968067,0.582368067,0.620242857
hGy3actugEISbvEGQeMz3A,2,38,1,1,1,1,0,1,0,2,1,0,1,23,-0.038847826,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.112068966,0.102817391,0.042930435,0.051304348
7utsfp2dXJ09j8Gb9hAIvA,4.5,128,1,1,1,1,0,1,0,2,1,0,1,91,0.784118681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.123667377,0.532991209,0.326112088,0.381240659
joeRm-_7T0XTkMdKo2nbaA,4.5,116,1,0,1,1,1,1,0,2,1,0,1,129,0.903537209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.173913043,0.875576744,0.519758915,0.705946512
V6Om7YZhlRQRU7WfuxHq8Q,4,1027,1,1,1,1,0,1,0,2,0,0,1,502,0.722498606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140497733,0.666898008,0.385354781,0.42315239
DOl21AqtT74dUZ3kvXNNcA,4.5,146,1,0,1,2,0,1,1,0,1,0,1,163,0.826177301,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.026165557,0.771788344,0.537309816,0.674945399
I4TFiNX5gTsJBnEGH2Tl8Q,3.5,73,0,1,1,1,1,1,0,2,0,0,1,47,0.749782979,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.178299336,0.668008511,0.569295745,0.62103617
